id,Text,clean,cluster
3955,I knew it... U slept v late yest? Wake up so late...,i knew it u slept v late yest wake up so late,9
3956,Haha... dont be angry with yourself... Take it as a practice for the real thing. =) ,haha dont be angry with yourself take it as a practice for the real thing,6
3957,Where is that one day training:-),where is that one day training,5
3958,So i could kiss and feel you next to me...,so i could kiss and feel you next to me,6
3959,Have a nice day my dear.,have a nice day my dear,5
3960,I sent lanre fakeye's Eckankar details to the mail box,i sent lanre fakeye s eckankar details to the mail box,6
3961,Your dad is back in ph?,your dad is back in ph,6
3962,"You have been specially selected to receive a \3000 award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo""",you have been specially selected to receive a award call before the lines close cost ppm t cs apply ag promo,6
3963,If you ask her or she say any please message.,if you ask her or she say any please message,6
3964,"If e timing can, then i go w u lor...",if e timing can then i go w u lor,6
3965,Love you aathi..love u lot..,love you aathi love u lot,9
3966,I was just callin to say hi. Take care bruv!,i was just callin to say hi take care bruv,4
3967,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a å£150 prize. To collect is easy. Just call 09061743386,you have won as a valued vodafone customer our computer has picked you to win a prize to collect is easy just call,4
3968,Did u turn on the heater? The heater was on and set to &lt;#&gt; degrees.,did u turn on the heater the heater was on and set to lt gt degrees,1
3969,Thanks for your message. I really appreciate your sacrifice. I'm not sure of the process of direct pay but will find out on my way back from the test tomorrow. I'm in class now. Do have a wonderful day.,thanks for your message i really appreciate your sacrifice i m not sure of the process of direct pay but will find out on my way back from the test tomorrow i m in class now do have a wonderful day,6
3970,"That's the trouble with classes that go well - you're due a dodgey one Û_ Expecting mine tomo! See you for recovery, same time, same place ",that s the trouble with classes that go well you re due a dodgey one expecting mine tomo see you for recovery same time same place,6
3971,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674&,free video camera phones with half price line rental for mths and cross ntwk mins txts call mobileupd or call optout,6
3972,WOT U UP 2 J?,wot u up j,6
3973,"Night night, see you tomorrow",night night see you tomorrow,6
3974,Roger that. WeÛ÷re probably going to rem in about 20,roger that we re probably going to rem in about,5
3975,do u think that any girl will propose u today by seing ur bloody funky shit fucking face...............asssssholeeee................,do u think that any girl will propose u today by seing ur bloody funky shit fucking face asssssholeeee,7
3976,I wish u were here. I feel so alone,i wish u were here i feel so alone,6
3977,Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs,great new offer double mins double txt on best orange tariffs and get latest camera phones free call mobileupd free on now or stoptxt t cs,6
3978,Reason is if the team budget is available at last they buy the unsold players for at base rate..,reason is if the team budget is available at last they buy the unsold players for at base rate,6
3979,CERI U REBEL! SWEET DREAMZ ME LITTLE BUDDY!! C YA 2MORO! WHO NEEDS BLOKES,ceri u rebel sweet dreamz me little buddy c ya moro who needs blokes,6
3980,ringtoneking 84484,ringtoneking,6
3981,Huh i cant thk of more oredi how many pages do we have?,huh i cant thk of more oredi how many pages do we have,6
3982,His frens go then he in lor. Not alone wif my mum n sis lor.,his frens go then he in lor not alone wif my mum n sis lor,6
3983,Nationwide auto centre (or something like that) on Newport road. I liked them there,nationwide auto centre or something like that on newport road i liked them there,0
3984,"Hey, I missed you tm of last night as my phone was on the charge ... *smiles* ... I am meeting a friend shortly",hey i missed you tm of last night as my phone was on the charge smiles i am meeting a friend shortly,6
3985,"Whatever, juliana. Do whatever you want.",whatever juliana do whatever you want,6
3986,"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e",friendship is not a game to play it is not a word to say it doesn t start on march and ends on may it is tomorrow yesterday today and e,6
3987,Ringtone Club: Gr8 new polys direct to your mobile every week !,ringtone club gr new polys direct to your mobile every week,6
3988,"Hello. Sort of out in town already. That . So dont rush home, I am eating nachos. Will let you know eta.",hello sort of out in town already that so dont rush home i am eating nachos will let you know eta,2
3989,Ok lor. Anyway i thk we cant get tickets now cos like quite late already. U wan 2 go look 4 ur frens a not? Darren is wif them now...,ok lor anyway i thk we cant get tickets now cos like quite late already u wan go look ur frens a not darren is wif them now,0
3990,(Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,bank of granite issues strong buy explosive pick for our members up over nasdaq symbol cdgt that is a per,6
3991,I am on the way to ur home,i am on the way to ur home,6
3992,"Dizzamn, aight I'll ask my suitemates when I get back",dizzamn aight i ll ask my suitemates when i get back,6
3993,"Nimbomsons. Yep phone knows that one. Obviously, cos thats a real word",nimbomsons yep phone knows that one obviously cos thats a real word,6
3994,I love to cuddle! I want to hold you in my strong arms right now...,i love to cuddle i want to hold you in my strong arms right now,9
3995,R u in this continent?,r u in this continent,6
3996,We'll you pay over like  &lt;#&gt; yrs so its not too difficult,we ll you pay over like lt gt yrs so its not too difficult,1
3997,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!,bored housewives chat n date now bt national rate p min only from landlines,6
3998,We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT free camcorder Reply or call now 08000930705 Del Thurs,we tried to call you re your reply to our sms for a video mobile mins unlimited text free camcorder reply or call now del thurs,6
3999,K...k...when will you give treat?,k k when will you give treat,6
4000,"This is the 2nd time we have tried to contact u. U have won the å£400 prize. 2 claim is easy, just call 087104711148 NOW! Only 10p per minute. BT-national-rate",this is the nd time we have tried to contact u u have won the prize claim is easy just call now only p per minute bt national rate,4
4001,He's just gonna worry for nothing. And he won't give you money its no use.,he s just gonna worry for nothing and he won t give you money its no use,4
4002,Did you get any gift? This year i didnt get anything. So bad,did you get any gift this year i didnt get anything so bad,6
4003,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true goodnite amp sweet dreams,7
4004,Well there's a pattern emerging of my friends telling me to drive up and come smoke with them and then telling me that I'm a weed fiend/make them smoke too much/impede their doing other things so you see how I'm hesitant,well there s a pattern emerging of my friends telling me to drive up and come smoke with them and then telling me that i m a weed fiend make them smoke too much impede their doing other things so you see how i m hesitant,6
4005,", ow u dey.i paid 60,400thousad.i told  u would call . ",ow u dey i paid thousad i told u would call,6
4006,IM FINE BABES AINT BEEN UP 2 MUCH THO! SAW SCARY MOVIE YEST ITS QUITE FUNNY! WANT 2MRW AFTERNOON? AT TOWN OR MALL OR SUMTHIN?xx,im fine babes aint been up much tho saw scary movie yest its quite funny want mrw afternoon at town or mall or sumthin xx,6
4007,I'm reaching home in 5 min.,i m reaching home in min,6
4008,"Forgot you were working today! Wanna chat, but things are ok so drop me a text when you're free / bored etc and i'll ring. Hope all is well, nose essay and all xx",forgot you were working today wanna chat but things are ok so drop me a text when you re free bored etc and i ll ring hope all is well nose essay and all xx,6
4009,Ha... Then we must walk to everywhere... Cannot take tram. My cousin said can walk to vic market from our hotel ,ha then we must walk to everywhere cannot take tram my cousin said can walk to vic market from our hotel,6
4010,"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text",wan win a meet greet with westlife u or a m they are currently on what tour unbreakable untamed unkempt text or to cost p std text,6
4011,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed å£1000 cash or å£5000 prize!,please call our customer service representative on freephone between am pm as you have won a guaranteed cash or prize,6
4012,Discussed with your mother ah?,discussed with your mother ah,6
4013,Ok.,ok,8
4014,"Sorry, I can't text &amp; drive coherently, see you in twenty",sorry i can t text amp drive coherently see you in twenty,9
4015,You will be receiving this week's Triple Echo ringtone shortly. Enjoy it!,you will be receiving this week s triple echo ringtone shortly enjoy it,6
4016,In which place i can get rooms cheap:-),in which place i can get rooms cheap,6
4017,Eek that's a lot of time especially since American Pie is like 8 minutes long. I can't stop singing it.,eek that s a lot of time especially since american pie is like minutes long i can t stop singing it,0
4018,"\GRAN ONLYFOUND OUT AFEW DAYS AGO.CUSOON HONI\""""",gran onlyfound out afew days ago cusoon honi,6
4019,"U've been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday valued at å£350! Dial 08712300220 to claim - National Rate Call. Bx526, SW73SS",u ve been selected to stay in of top british hotels for nothing holiday valued at dial to claim national rate call bx sw ss,6
4020,University of southern california.,university of southern california,6
4021,We have to pick rayan macleran there.,we have to pick rayan macleran there,6
4022,U gd lor go shopping i got stuff to do. U wan 2 watch infernal affairs a not? Come lar...,u gd lor go shopping i got stuff to do u wan watch infernal affairs a not come lar,6
4023,Well. Balls. Time to make calls,well balls time to make calls,6
4024,Wat time Ì_ wan today?,wat time wan today,6
4025, &lt;#&gt;  in mca. But not conform.,lt gt in mca but not conform,1
4026,Oh ok.. Wat's ur email?,oh ok wat s ur email,8
4027,"Yes, princess. Are you going to make me moan?",yes princess are you going to make me moan,5
4028,Lol its ok I didn't remember til last nite,lol its ok i didn t remember til last nite,8
4029,"[Û_] anyway, many good evenings to u! s",anyway many good evenings to u s,6
4030,"Cool, I'll text you in a few",cool i ll text you in a few,6
4031,"Sorry vikky, i'm Watching olave mandara movie kano in trishul theatre wit my frnds..",sorry vikky i m watching olave mandara movie kano in trishul theatre wit my frnds,9
4032,I'm very happy for you babe ! Woo hoo party on dude!,i m very happy for you babe woo hoo party on dude,9
4033,I am taking you for italian food. How about a pretty dress with no panties? :),i am taking you for italian food how about a pretty dress with no panties,6
4034,Wot u up 2? Thout u were gonna call me!! Txt bak luv K,wot u up thout u were gonna call me txt bak luv k,6
4035,YOU ARE CHOSEN TO RECEIVE A å£350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.,you are chosen to receive a award pls call claim number to collect your award which you are selected to receive as a valued mobile customer,6
4036,How are you holding up?,how are you holding up,6
4037,Dont flatter yourself... Tell that man of mine two pints of carlin in ten minutes please.... ,dont flatter yourself tell that man of mine two pints of carlin in ten minutes please,6
4038,Hope you are not scared!,hope you are not scared,6
4039,I cant pick the phone right now. Pls send a message,i cant pick the phone right now pls send a message,4
4040,I'm at home n ready...,i m at home n ready,6
4041,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed å£1000 cash or å£5000 prize!,please call our customer service representative on freephone between am pm as you have won a guaranteed cash or prize,6
4042,What time do u get out?,what time do u get out,6
4043,I am literally in bed and have been up for like  &lt;#&gt;  hours,i am literally in bed and have been up for like lt gt hours,1
4044,"Yes, my reg is  Ciao!",yes my reg is ciao,6
4045,If You mean the website. Yes.,if you mean the website yes,6
4046,Win a å£1000 cash prize or a prize worth å£5000,win a cash prize or a prize worth,6
4047,"Thanks for your ringtone order, reference number X49.Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182",thanks for your ringtone order reference number x your mobile will be charged should your tone not arrive please call customer services,6
4048,Lol or I could just starve and lose a pound by the end of the day.,lol or i could just starve and lose a pound by the end of the day,4
4049,Yeah that's the impression I got,yeah that s the impression i got,6
4050,Ok ok take care. I can understand.,ok ok take care i can understand,8
4051,"Motivate Behind every darkness, there is a shining light waiting for you to find it... Behind every best friend, there is always trust and love... BSLVYL",motivate behind every darkness there is a shining light waiting for you to find it behind every best friend there is always trust and love bslvyl,9
4052,"Ya ok, then had dinner?",ya ok then had dinner,8
4053,I was slept that time.you there?,i was slept that time you there,6
4054,dont make ne plans for nxt wknd coz she wants us to come down then ok,dont make ne plans for nxt wknd coz she wants us to come down then ok,6
4055,When is school starting. Where will you stay. What's the weather like. And the food. Do you have a social support system like friends in the school. All these things are important.,when is school starting where will you stay what s the weather like and the food do you have a social support system like friends in the school all these things are important,0
4056,"Ha ha nan yalrigu heltini..Iyo kothi chikku, u shared many things wit me..so far i didn't told any body and even uttered a word abt u.. If ur trusting me so much how can i tell these to others.. Plz nxt time dont use those words to me..ok, chikku:-);-)B-)",ha ha nan yalrigu heltini iyo kothi chikku u shared many things wit me so far i didn t told any body and even uttered a word abt u if ur trusting me so much how can i tell these to others plz nxt time dont use those words to me ok chikku b,6
4057,Noice. Text me when you're here,noice text me when you re here,6
4058,Hi di is yijue we're meeting at 7 pm at esaplanade tonight.,hi di is yijue we re meeting at pm at esaplanade tonight,6
4059,Moby Pub Quiz.Win a å£100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP å£1.50 008704050406 SP,moby pub quiz win a high street prize if u know who the new duchess of cornwall will be txt her first name to unsub stop sp,6
4060,"This weeks SavaMob member offers are now accessible. Just call 08709501522 for details! SavaMob, POBOX 139, LA3 2WU. Only å£1.50/week. SavaMob - offers mobile!",this weeks savamob member offers are now accessible just call for details savamob pobox la wu only week savamob offers mobile,4
4061,"Aight I've been set free, think you could text me blake's address? It occurs to me I'm not quite as sure what I'm doing as I thought I was",aight i ve been set free think you could text me blake s address it occurs to me i m not quite as sure what i m doing as i thought i was,7
4062,Hi dear we saw dear. We both are happy. Where you my battery is low,hi dear we saw dear we both are happy where you my battery is low,6
4063,How are you. Its been ages. How's abj,how are you its been ages how s abj,6
4064,Prof: you have passed in all the papers in this sem congrats . . . . Student: Enna kalaachutaarama..!! Prof:???? Gud mrng!,prof you have passed in all the papers in this sem congrats student enna kalaachutaarama prof gud mrng,6
4065,Dont kick coco when he's down,dont kick coco when he s down,6
4066,Fyi I'm gonna call you sporadically starting at like  &lt;#&gt;  bc we are not not doin this shit,fyi i m gonna call you sporadically starting at like lt gt bc we are not not doin this shit,1
4067,"You are being contacted by our Dating Service by someone you know! To find out who it is, call from your mobile or landline 09064017305 PoBox75LDNS7 ",you are being contacted by our dating service by someone you know to find out who it is call from your mobile or landline pobox ldns,2
4068,TBS/PERSOLVO. been chasing us since Sept forå£38 definitely not paying now thanks to your information. We will ignore them. Kath. Manchester.,tbs persolvo been chasing us since sept for definitely not paying now thanks to your information we will ignore them kath manchester,6
4069,Hope youåÕre not having too much fun without me!! see u tomorrow love jess x,hope you re not having too much fun without me see u tomorrow love jess x,9
4070,Ok i wont call or disturb any one. I know all are avoiding me. I am a burden for all,ok i wont call or disturb any one i know all are avoiding me i am a burden for all,8
4071,I've reached home n i bathe liao... U can call me now...,i ve reached home n i bathe liao u can call me now,6
4072,Loans for any purpose even if you have Bad Credit! Tenants Welcome. Call NoWorriesLoans.com on 08717111821,loans for any purpose even if you have bad credit tenants welcome call noworriesloans com on,6
4073,Was the actual exam harder than NBME,was the actual exam harder than nbme,6
4074,A lot of this sickness thing going round. Take it easy. Hope u feel better soon. Lol,a lot of this sickness thing going round take it easy hope u feel better soon lol,5
4075,"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U",god picked up a flower and dippeditinadew lovingly touched itwhichturnedinto u and the he gifted tomeandsaid this friend is u,6
4076,87077: Kick off a new season with 2wks FREE goals & news to ur mobile! Txt ur club name to 87077 eg VILLA to 87077,kick off a new season with wks free goals news to ur mobile txt ur club name to eg villa to,6
4077,Hey sathya till now we dint meet not even a single time then how can i saw the situation sathya.,hey sathya till now we dint meet not even a single time then how can i saw the situation sathya,6
4078,Gam gone after outstanding innings.,gam gone after outstanding innings,6
4079,O i played smash bros  &lt;#&gt;  religiously.,o i played smash bros lt gt religiously,1
4080,"Sir, good morning. Hope you had a good weekend. I called to let you know that i was able to raise  &lt;#&gt;  from my dad. He however said he would make the rest available by mid feb. This amount is still quite short and i was hoping you would help. Do have a good day. Abiola",sir good morning hope you had a good weekend i called to let you know that i was able to raise lt gt from my dad he however said he would make the rest available by mid feb this amount is still quite short and i was hoping you would help do have a good day abiola,5
4081,Hurry home. Soup is DONE!,hurry home soup is done,6
4082,No no. I will check all rooms befor activities,no no i will check all rooms befor activities,6
4083,"Good afternoon, my love. It was good to see your words on YM and get your tm. Very smart move, my slave ... *smiles* ... I drink my coffee and await you.",good afternoon my love it was good to see your words on ym and get your tm very smart move my slave smiles i drink my coffee and await you,9
4084,Quite ok but a bit ex... U better go eat smth now else i'll feel guilty...,quite ok but a bit ex u better go eat smth now else i ll feel guilty,6
4085,"Orange brings you ringtones from all time Chart Heroes, with a free hit each week! Go to Ringtones & Pics on wap. To stop receiving these tips reply STOP.",orange brings you ringtones from all time chart heroes with a free hit each week go to ringtones pics on wap to stop receiving these tips reply stop,6
4086,Lemme know when you're here,lemme know when you re here,2
4087,PRIVATE! Your 2003 Account Statement for 07973788240 shows 800 un-redeemed S. I. M. points. Call 08715203649 Identifier Code: 40533 Expires 31/10/04,private your account statement for shows un redeemed s i m points call identifier code expires,6
4088,He needs to stop going to bed and make with the fucking dealing,he needs to stop going to bed and make with the fucking dealing,5
4089,"How are you, my Love ? Are you with your brother ? Time to talk english with him ? *grins* Say : Hey Muhommad, Penny says hello from across the sea",how are you my love are you with your brother time to talk english with him grins say hey muhommad penny says hello from across the sea,9
4090,We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT + free camcorder Reply of call 08000930705 Now,we tried to call you re your reply to our sms for a video mobile mins unlimited text free camcorder reply of call now,6
4091,"Hey doc pls I want to get nice t shirt for my hubby nice fiting ones my budget is  &lt;#&gt; k help pls I will load d card abi hw,keep me posted luv. 2 mj",hey doc pls i want to get nice t shirt for my hubby nice fiting ones my budget is lt gt k help pls i will load d card abi hw keep me posted luv mj,1
4092,I remain unconvinced that this isn't an elaborate test of my willpower,i remain unconvinced that this isn t an elaborate test of my willpower,6
4093,"\Life is nothing wen v get everything\"". But \""life is everything wen v miss something \"". Real value of people wil be realized only in their absence.... gud mrng""",life is nothing wen v get everything but life is everything wen v miss something real value of people wil be realized only in their absence gud mrng,6
4094,how are you? I miss you!,how are you i miss you,9
4095,I ain't answerin no phone at what is actually a pretty reasonable hour but I'm sleepy,i ain t answerin no phone at what is actually a pretty reasonable hour but i m sleepy,6
4096,"Hey , is * rite u put åÈ10 evey mnth is that all?",hey is rite u put evey mnth is that all,6
4097,i am going to bed now prin,i am going to bed now prin,5
4098,I think just yourself Û_Thanks and see you tomo,i think just yourself thanks and see you tomo,7
4099,If u dun drive then how i go 2 sch.,if u dun drive then how i go sch,6
4100,I not at home now lei...,i not at home now lei,6
4101,GSOH? Good with SPAM the ladies?U could b a male gigolo? 2 join the uk's fastest growing mens club reply ONCALL. mjzgroup. 08714342399.2stop reply STOP. msg@å£1.50rcvd,gsoh good with spam the ladies u could b a male gigolo join the uk s fastest growing mens club reply oncall mjzgroup stop reply stop,6
4102,Ok then i will come to ur home after half an hour,ok then i will come to ur home after half an hour,8
4103,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599,u have a secret admirer who is looking make contact with u find out who they r reveal who thinks ur so special call on,6
4104,Do u hav any frnd by name ashwini in ur college?,do u hav any frnd by name ashwini in ur college,6
4105,Jus finish my lunch on my way home lor... I tot u dun wan 2 stay in sch today...,jus finish my lunch on my way home lor i tot u dun wan stay in sch today,6
4106,K then 2marrow are you coming to class.,k then marrow are you coming to class,6
4107,"HOT LIVE FANTASIES call now 08707500020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",hot live fantasies call now just p per min ntt ltd po box croydon cr wb is a national rate call,4
4108,Pls send me your address sir.,pls send me your address sir,6
4109,I want to lick your pussy now...,i want to lick your pussy now,6
4110,"Yo, you gonna still be in stock tomorrow/today? I'm trying to get a dubsack",yo you gonna still be in stock tomorrow today i m trying to get a dubsack,6
4111,URGENT! Your Mobile number has been awarded a <UKP>2000 prize GUARANTEED. Call 09061790125 from landline. Claim 3030. Valid 12hrs only 150ppm,urgent your mobile number has been awarded a ukp prize guaranteed call from landline claim valid hrs only ppm,6
4112,"I'll see, but prolly yeah",i ll see but prolly yeah,6
4113,Thought we could go out for dinner. I'll treat you! Seem ok?,thought we could go out for dinner i ll treat you seem ok,8
4114,Where are you ? What do you do ? How can you stand to be away from me ? Doesn't your heart ache without me ? Don't you wonder of me ? Don't you crave me ?,where are you what do you do how can you stand to be away from me doesn t your heart ache without me don t you wonder of me don t you crave me,6
4115,Sorry. You never hear unless you book it. One was kinda a joke--thet were really looking for skinny white girls. The other was one line--you can only do so much on camera with that. Something like that they're casting on the look.,sorry you never hear unless you book it one was kinda a joke thet were really looking for skinny white girls the other was one line you can only do so much on camera with that something like that they re casting on the look,0
4116,What you doing?how are you?,what you doing how are you,6
4117,"Sure thing big man. i have hockey elections at 6, shouldnÛ÷t go on longer than an hour though",sure thing big man i have hockey elections at shouldn t go on longer than an hour though,6
4118,Watch lor. I saw a few swatch one i thk quite ok. Ard 116 but i need 2nd opinion leh...,watch lor i saw a few swatch one i thk quite ok ard but i need nd opinion leh,8
4119,Hiya do u like the hlday pics looked horrible in them so took mo out! Hows the camp Amrca thing? Speak soon Serena:),hiya do u like the hlday pics looked horrible in them so took mo out hows the camp amrca thing speak soon serena,0
4120,"Babe! How goes that day ? What are you up to ? I miss you already, my Love ... * loving kiss* ... I hope everything goes well.",babe how goes that day what are you up to i miss you already my love loving kiss i hope everything goes well,9
4121,Yunny... I'm goin to be late,yunny i m goin to be late,9
4122,Doc prescribed me morphine cause the other pain meds aren't enough. Waiting for my mom to bring it. That med should kick in fast so I'm gonna try to be on later,doc prescribed me morphine cause the other pain meds aren t enough waiting for my mom to bring it that med should kick in fast so i m gonna try to be on later,6
4123,"Cool, want me to go to kappa or should I meet you outside mu",cool want me to go to kappa or should i meet you outside mu,6
4124,"Hey sexy buns ! Have I told you ? I adore you, loverboy. I hope you remember to thank your sister in law for those meatballs *grins* ... i love you, babe",hey sexy buns have i told you i adore you loverboy i hope you remember to thank your sister in law for those meatballs grins i love you babe,9
4125,May b approve panalam...but it should have more posts..,may b approve panalam but it should have more posts,6
4126,"SPJanuary Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)",spjanuary male sale hot gay chat now cheaper call national rate from p min cheap to p min peak to stop texts call p min,6
4127,"Sorry, I'll call later",sorry i ll call later,3
4128,I dont thnk its a wrong calling between us,i dont thnk its a wrong calling between us,6
4129,Me i'm not workin. Once i get job...,me i m not workin once i get job,6
4130,And by when you're done I mean now,and by when you re done i mean now,6
4131,\Its Ur luck to Love someone. Its Ur fortune to Love the one who Loves U. But,its ur luck to love someone its ur fortune to love the one who loves u but,9
4132,Hi baby ive just got back from work and i was wanting to see u allday! I hope i didnt piss u off on the phone today. If u are up give me a call xxx,hi baby ive just got back from work and i was wanting to see u allday i hope i didnt piss u off on the phone today if u are up give me a call xxx,4
4133,FreeMsg Today's the day if you are ready! I'm horny & live in your town. I love sex fun & games! Netcollex Ltd 08700621170150p per msg reply Stop to end,freemsg today s the day if you are ready i m horny live in your town i love sex fun games netcollex ltd p per msg reply stop to end,9
4134,Is it your yahoo boys that bring in the perf? Or legal.,is it your yahoo boys that bring in the perf or legal,6
4135,No need to say anything to me. I know i am an outsider,no need to say anything to me i know i am an outsider,2
4136,have you ever had one foot before?,have you ever had one foot before,6
4137,Just got to  &lt;#&gt;,just got to lt gt,1
4138,"Good! No, donÛ÷t need any receiptsÛÓwell done! (Û_) Yes, please tell . WhatÛ÷s her number, i could ring her",good no don t need any receipts well done yes please tell what s her number i could ring her,6
4139,"Ever green quote ever told by Jerry in cartoon \A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt""",ever green quote ever told by jerry in cartoon a person who irritates u always is the one who loves u vry much but fails to express it gud nyt,6
4140,Leave it wif me lar... ÌÏ wan to carry meh so heavy... Is da num 98321561 familiar to Ì_?,leave it wif me lar wan to carry meh so heavy is da num familiar to,6
4141,Beautiful truth : Expression of the face could Be seen by everyone... But the depression of heart Could be understood only By the Loved ones.. Gud Ni8;-),beautiful truth expression of the face could be seen by everyone but the depression of heart could be understood only by the loved ones gud ni,6
4142,Infact happy new year. How are you where are you when are we seeing,infact happy new year how are you where are you when are we seeing,6
4143,"In The Simpsons Movie released in July 2007 name the band that died at the start of the film? A-Green Day, B-Blue Day, C-Red Day. (Send A, B or C)",in the simpsons movie released in july name the band that died at the start of the film a green day b blue day c red day send a b or c,5
4144,That's a shame! Maybe cld meet for few hrs tomo?,that s a shame maybe cld meet for few hrs tomo,6
4145,Lol I would but despite these cramps I like being a girl.,lol i would but despite these cramps i like being a girl,0
4146,I canåÕt wait for cornwall. Hope tonight isnåÕt too bad as well but itåÕs rock night shite. Anyway iåÕm going for a kip now have a good night. Speak to you soon.,i can t wait for cornwall hope tonight isn t too bad as well but it s rock night shite anyway i m going for a kip now have a good night speak to you soon,5
4147,Pls help me tell sura that i'm expecting a battery from hont. And that if should pls send me a message about how to download movies. Thanks,pls help me tell sura that i m expecting a battery from hont and that if should pls send me a message about how to download movies thanks,6
4148,Please call Amanda with regard to renewing or upgrading your current T-Mobile handset free of charge. Offer ends today. Tel 0845 021 3680 subject to T's and C's,please call amanda with regard to renewing or upgrading your current t mobile handset free of charge offer ends today tel subject to t s and c s,6
4149,"Haven't found a way to get another app for your phone, eh ? Will you go to the net cafe ? Did you take that job? Geeee I need you babe. I crave to see you ...",haven t found a way to get another app for your phone eh will you go to the net cafe did you take that job geeee i need you babe i crave to see you,9
4150,I only work from mon to thurs but Sat i cant leh... Booked liao... Which other day u free?,i only work from mon to thurs but sat i cant leh booked liao which other day u free,6
4151,ÌÏ comin to fetch us oredi...,comin to fetch us oredi,6
4152,What's nannys address?,what s nannys address,6
4153,"URGENT!! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins",urgent your costa del sol holiday or await collection call now toclaim sae tc s pobox stockport sk xh cost pm max mins,6
4154,Haf u eaten? Wat time u wan me 2 come?,haf u eaten wat time u wan me come,6
4155,Want a new Video Phone? 750 anytime any network mins? Half price line rental free text for 3 months? Reply or call 08000930705 for free delivery,want a new video phone anytime any network mins half price line rental free text for months reply or call for free delivery,6
4156,"Yo, call me when you get the chance, a friend of mine wanted me to ask you about a big order",yo call me when you get the chance a friend of mine wanted me to ask you about a big order,6
4157,This single single answers are we fighting? Plus i said am broke and you didnt reply,this single single answers are we fighting plus i said am broke and you didnt reply,6
4158,It certainly puts things into perspective when something like this happens,it certainly puts things into perspective when something like this happens,0
4159,Now got tv 2 watch meh? U no work today?,now got tv watch meh u no work today,6
4160,i felt so...not any conveying reason.. Ese he... What about me?,i felt so not any conveying reason ese he what about me,6
4161,Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030,had your mobile months or more u r entitled to update to the latest colour mobiles with camera for free call the mobile update co free on,6
4162,How's it going? Got any exciting karaoke type activities planned? I'm debating whether to play football this eve. Feeling lazy though.,how s it going got any exciting karaoke type activities planned i m debating whether to play football this eve feeling lazy though,5
4163,I told that am coming on wednesday.,i told that am coming on wednesday,6
4164,"Its ok, called mom instead have fun",its ok called mom instead have fun,8
4165,"Dear Voucher Holder, To claim this weeks offer, at your PC please go to http://www.wtlp.co.uk/text. Ts&Cs apply.",dear voucher holder to claim this weeks offer at your pc please go to ts cs apply,6
4166,Well if I'm that desperate I'll just call armand again,well if i m that desperate i ll just call armand again,4
4167,Are you at work right now ?,are you at work right now,6
4168,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,congrats nokia video camera phone is your call calls cost ppm ave call mins vary from mobiles close post bcm ldn wc n xx,6
